262,18,24,15,225,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10115,11,14,110,88,5,209,98,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2505,470,7,54,647,2,69,832,34,10116,2018,4,10117,9,1272,265,48,151,1,16,3329,2018,0,0,0,0,0,0,0,0
7,622,2,205,9,98,329,170,7,6826,268,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,275,6827,3,504,220,3330,25,580,1,314,86,348,1,2,2319,10118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1222,344,606,10119,10120,21,487,1149,10121,210,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,393,10122,913,12,3,648,7,99,11,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,132,1,5307,33,451,1223,1,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,428,6828,50,10123,238,21,5308,99,30,60,276,97,30,60,8,1026,10124,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1,128,4,60,7,1002,679,8,6829,1002,57,31,24,163,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,46,70,27,16,5,400,3,69,104,1274,476,4363,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6830,56,117,2,3331,1418,10125,6830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,120,349,367,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,803,356,2,350,11,121,74,263,3,153,1,213,102,125,88,61,279,2719,0,0,0,0,0,0,0,0,0,0,0,0
95,6,21,2,348,1883,9,5309,1884,2321,10126,1885,1486,38,272,10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,4,4364,8,1027,4,819,8,1703,9,2,621,424,411,76,87,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,950,5,897,61,34,54,438,44,4,28,285,19,19,2019,1787,10,69,4365,4,832,429,4366,0,0,0,0,0,0,0
11,1886,10128,2,91,20,146,25,44,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,24,49,232,232,6831,8,1887,550,449,24,46,1,607,6,82,2322,914,4,308,0,0,0,0,0,0,0,0,0,0,0
11,86,6832,544,10,2720,4,43,40,6833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10129,2020,3769,1003,51,154,1487,33,6834,35,8,2,1888,84,76,16,99,168,10130,90,15,3332,113,528,184,0,0,0,0,0,0
43,1,17,11,108,1081,50,3333,4,204,623,106,43,1,299,4367,98,2998,1310,0,0,0,0,0,0,0,0,0,0,0,0
2,221,8,2,319,5311,1275,13,915,10131,40,5312,77,214,41,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10132,1224,4,10133,1114,189,74,36,1,42,6835,10134,11,792,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,2323,4,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,950,37,69,51,91,127,4,11,24,3334,23,26,19,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5,135,288,30,38,10135,461,4,3335,19,250,2721,170,152,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,259,23,146,21,3,1272,10136,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,392,10,193,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,16,10138,13,15,621,316,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,2506,7,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,716,41,2,273,462,17,63,93,10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,4369,820,225,42,286,4,98,1082,5313,225,3,1276,6,54,333,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,22,57,268,38,409,10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3770,1889,10,4370,10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,99,34,5,1890,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,26,3,194,11,481,4,928,189,74,36,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,8,1,3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,130,132,1,4371,471,182,1,234,98,1488,57,4,1619,136,124,1620,4,1358,10,98,562,859,202,859,25,624,0,0,0,0
5314,37,86,488,11,644,38,272,10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,147,16,5,898,19,149,211,262,29,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,365,168,116,439,21,121,74,6836,4,11,23,42,115,211,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5,53,269,5315,41,234,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2022,10,2507,5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144,10145,372,130,39,5,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,16,86,983,10146,1115,1419,1,394,5,517,4,175,5317,649,9,40,625,518,2722,951,0,0,0,0,0,0,0,0,0,0
5,59,717,51,5,59,596,51,17,21,24,331,508,5,1790,571,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7,29,14,10147,539,1311,1275,98,281,81,61,118,23,1277,929,66,129,1791,1,4,129,254,33,0,0,0,0,0,0,0
167,11,30,10,85,9,27,18,2999,8,1,150,302,4,288,12,247,96,377,294,1,2,10148,268,12,116,0,0,0,0,0
237,63,54,3336,2,1083,1420,44,6837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5318,150,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,408,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,5,489,40,104,597,4,5,114,164,295,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,763,14,189,74,64,10150,2163,11,8,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,608,308,9,3,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,19,626,35,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,33,637,50,58,3,10151,557,14,33,10152,4372,434,266,32,2723,110,196,0,0,0,0,0,0,0,0,0,0,0,0,0
49,252,455,20,192,4,324,2,472,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,50,5,11,8,10153,14,326,13,1489,10,3337,14,59,2324,8,52,1,32,23,334,51,10,240,393,5319,0,0,0,0,0
173,3773,7,14,1028,6,875,13,50,552,35,115,27,47,17,1792,2724,87,6,66,6,5320,224,43,149,0,0,0,0,0,0
87,5,3338,101,5,118,46,102,1,117,13,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,55,11,163,12,289,476,216,1,496,58,6838,76,2023,2725,17,21,174,69,2508,10154,0,0,0,0,0,0,0,0,0,0
10155,1484,6839,7,147,43,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10156,159,4,6,3001,132,621,3,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,77,34,5,181,18,1622,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,9,552,2325,1,1488,8,121,74,22,14,179,23,42,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,553,691,4,100,137,216,9,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,72,20,1,26,5,860,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10157,290,17,107,14,129,10158,160,12,2,4373,364,4374,5321,323,21,69,59,61,32,98,57,0,0,0,0,0,0,0,0,0
10159,6840,7,5322,17,638,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,74,303,749,606,2326,4375,470,100,139,3002,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,255,15,8,931,1226,2,10160,2,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,4,11,12,2,545,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,24,1150,182,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,375,1,36,30,323,21,14,124,17,6841,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,11,156,8,1793,545,66,5,53,204,15,7,119,2,132,10161,11,10162,232,544,10,10163,0,0,0,0,0,0,0,0,0
23,334,32,1,213,136,52,523,36,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,861,740,337,10,2,52,81,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,41,24,53,77,1,42,2727,1312,50,2,3774,80,9,10164,3,274,16,124,20,0,0,0,0,0,0,0,0,0,0,0
16,899,482,10165,2327,581,4376,126,524,23,40,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10166,101,25,1359,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,16,2323,707,13,3,670,10167,707,13,10168,461,707,13,343,65,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,5,10169,5323,3775,245,37,2165,10170,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10171,21,10172,73,2,250,51,4,2,7,51,15,135,22,1891,1,2,5324,10,202,10173,159,0,0,0,0,0,0,0,0,0
320,43,3,1227,109,741,145,127,311,26,20,4,76,10174,1,36,1,1892,19,26,10,193,0,0,0,0,0,0,0,0,0
14,330,3004,5325,39,103,6842,58,10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,7,172,11,160,112,357,71,1,627,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,40,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,6843,252,467,25,1180,10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,5327,6,875,321,13,1421,11,245,896,12,2025,345,10177,4,378,39,750,96,32,356,6,0,0,0,0,0,0,0,0,0
62,6,12,3,1057,17,100,306,26,3,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,19,2,1893,310,2,300,317,22,45,179,1,131,30,4,279,563,1,3339,5328,9,65,10178,6844,94,0,0,0,0,0,0
24,227,352,1,141,127,2328,3005,751,4,932,661,10179,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,5,32,389,4,128,8,2,708,2,300,56,41,5,29,17,39,662,10180,0,0,0,0,0,0,0,0,0,0,0,0
24,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1084,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1151,142,65,1894,4,63,46,12,10181,8,10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2,969,10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2329,374,3006,40,315,81,56,40,1029,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,622,10184,4378,1895,19,5329,251,10185,17,29,519,472,256,4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,5,92,1,520,149,206,525,43,149,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,10186,184,120,1704,17,5,118,166,120,10187,1623,718,10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,34,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,64,5,781,21,340,2330,180,4,118,1705,72,20,85,44,14,22,124,1,2331,176,0,0,0,0,0,0,0,0,0
916,6845,2728,6846,6847,319,17,101,3,390,294,728,35,3,3777,1313,10,2,3007,10189,0,0,0,0,0,0,0,0,0,0,0
6848,10190,392,2,223,6849,140,150,6848,21,6849,764,135,10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,6850,35,15,8,969,10,468,17,114,53,266,27,60,7,5330,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10192,4,10193,78,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,26,2,147,310,178,129,25,8,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,7,46,1,22,1152,20,9,88,61,62,1030,10,10194,50,1794,6851,131,8,91,68,14,6,25,45,83,517,0,0,0,0
410,386,34,1314,66,25,8,29,6852,292,287,10195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,10196,33,821,917,1,5331,14,118,16,1,917,10197,1,10198,4,530,31,1,5331,51,10,2,145,0,0,0,0,0,0,0
351,112,7,15,257,62,1,698,15,2026,15,226,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,15,45,114,71,98,1,502,17,129,314,31,29,1228,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10199,6854,2510,35,585,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,428,6855,8,2332,1795,4,1004,6856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6857,6858,7,120,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,10200,335,46,1,32,3,319,172,17,11,10201,286,37,3,1315,10202,105,878,5,2027,6,0,0,0,0,0,0,0,0,0
6859,93,477,127,672,10,3,1796,122,1116,37,3,69,1706,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,45,152,3,504,14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,46,1,41,3,232,699,44,901,105,14,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,624,10203,39,35,2,250,509,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10204,6,8,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,58,424,197,42,1,41,12,340,439,56,209,52,9,244,387,6860,125,123,0,0,0,0,0,0,0,0,0,0,0,0
2729,446,76,16,1553,8,3,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,1031,43,3778,5332,1360,1,5,329,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57,333,54,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,159,53,15,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,10,2,10205,19,3,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4382,90,97,3340,9,127,27,338,804,2,3779,1896,2511,18,224,111,180,1707,90,97,10206,0,0,0,0,0,0,0,0,0
680,63,8,10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3341,1625,154,281,14,558,46,1,5333,12,441,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10208,3780,372,35,99,88,1,64,5,4,192,421,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,10209,1897,1626,311,85,228,61,59,26,36,70,273,493,377,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,10210,879,8,10211,89,12,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,68,8,10212,18,24,2,223,4383,6861,17,11,257,307,58,28,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,153,168,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,8,2730,496,1,10213,265,135,22,38,272,10214,292,3781,1229,366,1316,31,2167,10215,0,0,0,0,0,0,0,0,0,0,0
73,3782,498,3,2028,4,10216,4,4384,34,157,2333,10217,1,3342,1422,4,10218,94,0,0,0,0,0,0,0,0,0,0,0,0
71,1,53,81,2,4385,34,10219,652,105,637,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,164,2334,24,2,1627,10220,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,6862,48,151,1,64,98,113,1797,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,32,3,504,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1798,98,1490,6863,7,24,5334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,174,140,71,1,209,9,425,44,34,751,4,233,2,751,39,261,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1898,3783,314,1491,17,39,16,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,497,2029,3784,984,374,430,6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,41,16,2512,752,253,483,1,6864,5,2513,13,1059,2,10221,52,10,3,195,0,0,0,0,0,0,0,0,0,0,0,0
11,112,15,246,5,196,91,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,37,287,9,2514,10222,145,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10223,107,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,25,2,91,20,10,556,146,9,13,4,1118,31,46,70,183,346,524,4386,0,0,0,0,0,0,0,0,0,0,0,0
118,157,86,6865,902,318,765,39,53,77,1,1708,14,48,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,3,2028,879,3785,25,396,5335,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1709,446,1,150,3,1710,29,93,35,1,258,6,85,6,36,10224,10225,3008,47,0,0,0,0,0,0,0,0,0,0,0
2731,56,117,1032,8,950,357,421,2515,225,2,223,10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,58,13,589,401,20,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1554,28,1423,7,1153,13,17,48,354,148,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,499,259,11,6866,332,3,315,5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,582,700,221,16,99,23,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10227,3786,5338,12,9,197,14,353,14,29,17,122,128,9,337,10,240,197,137,229,10228,27,0,0,0,0,0,0,0,0
10229,351,19,10230,1119,484,48,32,12,105,2,1711,39,564,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,22,552,306,3,1080,565,20,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,144,10231,152,81,3,5339,277,442,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,513,28,729,11,308,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4388,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,269,6867,103,1005,178,10,6,3,10232,2168,2,451,33,79,5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,139,21,286,4,16,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,72,20,1,26,322,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,336,50,100,321,176,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,347,15,11,46,1,16,99,116,4,228,65,2732,34,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,211,2,1361,6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,53,48,2169,2,5343,4,169,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,37,31,4,1492,3,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2030,402,10233,10234,456,94,1555,39,6869,805,805,211,5,36,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,162,87,4389,3,862,90,730,1899,12,6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1800,10235,8,2,766,44,173,294,7,54,15,6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,9,38,559,10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,639,143,18,46,1,16,1,131,57,1,2335,4,16,6,202,132,933,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3343,35,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,651,248,208,1,4390,546,934,8,45,366,135,22,3,2336,3787,24,651,47,0,0,0,0,0,0,0,0,0,0,0,0
10237,40,24,481,92,336,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,20,2,20,5,1556,55,1225,701,314,13,356,56,22,51,10,2,3009,145,10,3,195,0,0,0,0,0,0,0,0,0
